"sample_id","label","bilingual_gloss","english","maori","source_id","source_url","license","signer_id","variant_id","recorded_date","local_relpath","verified_nzsl","verified_by","verification_notes","split_notes","remote_video_url"
"nzsl_online_boat_859_01","boat","boat / waka","Boat","Waka","nzsl_online","https://www.nzsl.nz/signs/859","CC BY-NC-SA 4.0","","859_01","","starter_nzsl/data/raw/boat/boat.859.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'boat, sail'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/859/boat.859.main_glosses.mb.r480x360.mp4"
"nzsl_online_boat_859_02","boat","boat / waka","Boat","Waka","nzsl_online","https://www.nzsl.nz/signs/859","CC BY-NC-SA 4.0","","859_02","","starter_nzsl/data/raw/boat/boat.859.finalexample1.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'boat, sail'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/859/boat.859.finalexample1.mb.r480x360.mp4"
"nzsl_online_boat_859_03","boat","boat / waka","Boat","Waka","nzsl_online","https://www.nzsl.nz/signs/859","CC BY-NC-SA 4.0","","859_03","","starter_nzsl/data/raw/boat/boat.859.finalexample2.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'boat, sail'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/859/boat.859.finalexample2.mb.r480x360.mp4"
"nzsl_online_bridge_4483_01","bridge","bridge / piriti","Bridge","Piriti","nzsl_online","https://www.nzsl.nz/signs/4483","CC BY-NC-SA 4.0","","4483_01","","starter_nzsl/data/raw/bridge/bridge.4483.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'bridge'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/4483/bridge.4483.main_glosses.vs.r480x360.mp4"
"nzsl_online_bridge_4483_02","bridge","bridge / piriti","Bridge","Piriti","nzsl_online","https://www.nzsl.nz/signs/4483","CC BY-NC-SA 4.0","","4483_02","","starter_nzsl/data/raw/bridge/bridge.4483.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'bridge'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/4483/bridge.4483.finalexample1.vs.r480x360.mp4"
"nzsl_online_bridge_5424_01","bridge","bridge / piriti","Bridge","Piriti","nzsl_online","https://www.nzsl.nz/signs/5424","CC BY-NC-SA 4.0","","5424_01","","starter_nzsl/data/raw/bridge/bridge.5424.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'bridge'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/5424/bridge.5424.main_glosses.vs.r480x360.mp4"
"nzsl_online_bridge_5424_02","bridge","bridge / piriti","Bridge","Piriti","nzsl_online","https://www.nzsl.nz/signs/5424","CC BY-NC-SA 4.0","","5424_02","","starter_nzsl/data/raw/bridge/bridge.5424.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'bridge'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/5424/bridge.5424.finalexample1.vs.r480x360.mp4"
"nzsl_online_bus_3587_01","bus","bus / pahi","Bus","Pahi","nzsl_online","https://www.nzsl.nz/signs/3587","CC BY-NC-SA 4.0","","3587_01","","starter_nzsl/data/raw/bus/bus.3587.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'bus, truck'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3587/bus.3587.main_glosses.mb.r480x360.mp4"
"nzsl_online_bus_3587_02","bus","bus / pahi","Bus","Pahi","nzsl_online","https://www.nzsl.nz/signs/3587","CC BY-NC-SA 4.0","","3587_02","","starter_nzsl/data/raw/bus/bus.3587.finalexample1.jo.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'bus, truck'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3587/bus.3587.finalexample1.jo.r480x360.mp4"
"nzsl_online_bus_3587_03","bus","bus / pahi","Bus","Pahi","nzsl_online","https://www.nzsl.nz/signs/3587","CC BY-NC-SA 4.0","","3587_03","","starter_nzsl/data/raw/bus/bus.3587.finalexample2.rp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'bus, truck'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3587/bus.3587.finalexample2.rp.r480x360.mp4"
"nzsl_online_car_3462_01","car","car / motoka","Car","Motoka","nzsl_online","https://www.nzsl.nz/signs/3462","CC BY-NC-SA 4.0","","3462_01","","starter_nzsl/data/raw/car/car.3462.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'car, drive'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3462/car.3462.main_glosses.mb.r480x360.mp4"
"nzsl_online_car_3462_02","car","car / motoka","Car","Motoka","nzsl_online","https://www.nzsl.nz/signs/3462","CC BY-NC-SA 4.0","","3462_02","","starter_nzsl/data/raw/car/car.3462.finalexample1.rp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'car, drive'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3462/car.3462.finalexample1.rp.r480x360.mp4"
"nzsl_online_car_3462_03","car","car / motoka","Car","Motoka","nzsl_online","https://www.nzsl.nz/signs/3462","CC BY-NC-SA 4.0","","3462_03","","starter_nzsl/data/raw/car/car.3462.finalexample2.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'car, drive'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3462/car.3462.finalexample2.mb.r480x360.mp4"
"nzsl_online_coach_744_01","coach","coach / pahi nui","Coach","Pahi nui","nzsl_online","https://www.nzsl.nz/signs/744","CC BY-NC-SA 4.0","","744_01","","starter_nzsl/data/raw/coach/coach.744.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'coach'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/744/coach.744.main_glosses.mb.r480x360.mp4"
"nzsl_online_coach_744_02","coach","coach / pahi nui","Coach","Pahi nui","nzsl_online","https://www.nzsl.nz/signs/744","CC BY-NC-SA 4.0","","744_02","","starter_nzsl/data/raw/coach/coach.744.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'coach'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/744/coach.744.finalexample1.vs.r480x360.mp4"
"nzsl_online_coach_744_03","coach","coach / pahi nui","Coach","Pahi nui","nzsl_online","https://www.nzsl.nz/signs/744","CC BY-NC-SA 4.0","","744_03","","starter_nzsl/data/raw/coach/coach.744.finalexample2.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'coach'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/744/coach.744.finalexample2.mb.r480x360.mp4"
"nzsl_online_crossing_4538_01","crossing","crossing / ara whakawhiti","Crossing","Ara whakawhiti","nzsl_online","https://www.nzsl.nz/signs/4538","CC BY-NC-SA 4.0","","4538_01","","starter_nzsl/data/raw/crossing/pedestrian_crossing.4538.main_glosses.jo.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'pedestrian crossing'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/4538/pedestrian_crossing.4538.main_glosses.jo.r480x360.mp4"
"nzsl_online_crossing_4538_02","crossing","crossing / ara whakawhiti","Crossing","Ara whakawhiti","nzsl_online","https://www.nzsl.nz/signs/4538","CC BY-NC-SA 4.0","","4538_02","","starter_nzsl/data/raw/crossing/pedestrian_crossing.4538.finalexample1.jo.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'pedestrian crossing'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/4538/pedestrian_crossing.4538.finalexample1.jo.r480x360.mp4"
"nzsl_online_go_2582_01","go","go / haere","Go","Haere","nzsl_online","https://www.nzsl.nz/signs/2582","CC BY-NC-SA 4.0","","2582_01","","starter_nzsl/data/raw/go/go.2582.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'go'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2582/go.2582.main_glosses.mb.r480x360.mp4"
"nzsl_online_go_2582_02","go","go / haere","Go","Haere","nzsl_online","https://www.nzsl.nz/signs/2582","CC BY-NC-SA 4.0","","2582_02","","starter_nzsl/data/raw/go/go.2582.finalexample1.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'go'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2582/go.2582.finalexample1.mb.r480x360.mp4"
"nzsl_online_go_924_01","go","go / haere","Go","Haere","nzsl_online","https://www.nzsl.nz/signs/924","CC BY-NC-SA 4.0","","924_01","","starter_nzsl/data/raw/go/go.924.main_glosses.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'go'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/924/go.924.main_glosses.sp.r480x360.mp4"
"nzsl_online_go_924_02","go","go / haere","Go","Haere","nzsl_online","https://www.nzsl.nz/signs/924","CC BY-NC-SA 4.0","","924_02","","starter_nzsl/data/raw/go/go.924.finalexample1.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'go'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/924/go.924.finalexample1.sp.r480x360.mp4"
"nzsl_online_hello_6351_01","hello","hello / kia ora","Hello","Kia ora","nzsl_online","https://www.nzsl.nz/signs/6351","CC BY-NC-SA 4.0","","6351_01","","starter_nzsl/data/raw/hello/kia_ora.6351.main_glosses.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'kia ora'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/6351/kia_ora.6351.main_glosses.sp.r480x360.mp4"
"nzsl_online_hello_6351_02","hello","hello / kia ora","Hello","Kia ora","nzsl_online","https://www.nzsl.nz/signs/6351","CC BY-NC-SA 4.0","","6351_02","","starter_nzsl/data/raw/hello/kia_ora.6351.finalexample1.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'kia ora'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/6351/kia_ora.6351.finalexample1.sp.r480x360.mp4"
"nzsl_online_help_1123_01","help","help / awhina","Help","Awhina","nzsl_online","https://www.nzsl.nz/signs/1123","CC BY-NC-SA 4.0","","1123_01","","starter_nzsl/data/raw/help/help.1123.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'help'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1123/help.1123.main_glosses.mb.r480x360.mp4"
"nzsl_online_help_1123_02","help","help / awhina","Help","Awhina","nzsl_online","https://www.nzsl.nz/signs/1123","CC BY-NC-SA 4.0","","1123_02","","starter_nzsl/data/raw/help/help.1123.finalexample1.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'help'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1123/help.1123.finalexample1.mb.r480x360.mp4"
"nzsl_online_help_384_01","help","help / awhina","Help","Awhina","nzsl_online","https://www.nzsl.nz/signs/384","CC BY-NC-SA 4.0","","384_01","","starter_nzsl/data/raw/help/help.384.main_glosses.jo.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'help'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/384/help.384.main_glosses.jo.r480x360.mp4"
"nzsl_online_help_384_02","help","help / awhina","Help","Awhina","nzsl_online","https://www.nzsl.nz/signs/384","CC BY-NC-SA 4.0","","384_02","","starter_nzsl/data/raw/help/help.384.finalexample1.jo.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'help'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/384/help.384.finalexample1.jo.r480x360.mp4"
"nzsl_online_help_5091_01","help","help / awhina","Help","Awhina","nzsl_online","https://www.nzsl.nz/signs/5091","CC BY-NC-SA 4.0","","5091_01","","starter_nzsl/data/raw/help/help.5091.main_glosses.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'help'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/5091/help.5091.main_glosses.sp.r480x360.mp4"
"nzsl_online_help_5091_02","help","help / awhina","Help","Awhina","nzsl_online","https://www.nzsl.nz/signs/5091","CC BY-NC-SA 4.0","","5091_02","","starter_nzsl/data/raw/help/help.5091.finalexample1.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'help'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/5091/help.5091.finalexample1.sp.r480x360.mp4"
"nzsl_online_late_2757_01","late","late / tomuri","Late","Tomuri","nzsl_online","https://www.nzsl.nz/signs/2757","CC BY-NC-SA 4.0","","2757_01","","starter_nzsl/data/raw/late/late.2757.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'late'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2757/late.2757.main_glosses.vs.r480x360.mp4"
"nzsl_online_late_2757_02","late","late / tomuri","Late","Tomuri","nzsl_online","https://www.nzsl.nz/signs/2757","CC BY-NC-SA 4.0","","2757_02","","starter_nzsl/data/raw/late/late.2757.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'late'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2757/late.2757.finalexample1.vs.r480x360.mp4"
"nzsl_online_late_2758_01","late","late / tomuri","Late","Tomuri","nzsl_online","https://www.nzsl.nz/signs/2758","CC BY-NC-SA 4.0","","2758_01","","starter_nzsl/data/raw/late/late.2758.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'late'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2758/late.2758.main_glosses.vs.r480x360.mp4"
"nzsl_online_late_2758_02","late","late / tomuri","Late","Tomuri","nzsl_online","https://www.nzsl.nz/signs/2758","CC BY-NC-SA 4.0","","2758_02","","starter_nzsl/data/raw/late/late.2758.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'late'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2758/late.2758.finalexample1.vs.r480x360.mp4"
"nzsl_online_late_419_01","late","late / tomuri","Late","Tomuri","nzsl_online","https://www.nzsl.nz/signs/419","CC BY-NC-SA 4.0","","419_01","","starter_nzsl/data/raw/late/late.419.main_glosses.sh.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'late'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/419/late.419.main_glosses.sh.r480x360.mp4"
"nzsl_online_late_419_02","late","late / tomuri","Late","Tomuri","nzsl_online","https://www.nzsl.nz/signs/419","CC BY-NC-SA 4.0","","419_02","","starter_nzsl/data/raw/late/late.419.finalexample1.sh.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'late'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/419/late.419.finalexample1.sh.r480x360.mp4"
"nzsl_online_leave_432_01","leave","leave / wehe","Leave","Wehe","nzsl_online","https://www.nzsl.nz/signs/432","CC BY-NC-SA 4.0","","432_01","","starter_nzsl/data/raw/leave/left.432.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'leave'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/432/left.432.main_glosses.vs.r480x360.mp4"
"nzsl_online_leave_432_02","leave","leave / wehe","Leave","Wehe","nzsl_online","https://www.nzsl.nz/signs/432","CC BY-NC-SA 4.0","","432_02","","starter_nzsl/data/raw/leave/left.432.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'leave'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/432/left.432.finalexample1.vs.r480x360.mp4"
"nzsl_online_lift_234_01","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/234","CC BY-NC-SA 4.0","","234_01","","starter_nzsl/data/raw/lift/lift.234.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/234/lift.234.main_glosses.mb.r480x360.mp4"
"nzsl_online_lift_234_02","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/234","CC BY-NC-SA 4.0","","234_02","","starter_nzsl/data/raw/lift/lift.234.finalexample1.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/234/lift.234.finalexample1.mb.r480x360.mp4"
"nzsl_online_lift_4694_01","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/4694","CC BY-NC-SA 4.0","","4694_01","","starter_nzsl/data/raw/lift/lift.4694.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/4694/lift.4694.main_glosses.vs.r480x360.mp4"
"nzsl_online_lift_4694_02","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/4694","CC BY-NC-SA 4.0","","4694_02","","starter_nzsl/data/raw/lift/lift.4694.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/4694/lift.4694.finalexample1.vs.r480x360.mp4"
"nzsl_online_lift_508_01","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/508","CC BY-NC-SA 4.0","","508_01","","starter_nzsl/data/raw/lift/lift.508.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/508/lift.508.main_glosses.mb.r480x360.mp4"
"nzsl_online_lift_508_02","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/508","CC BY-NC-SA 4.0","","508_02","","starter_nzsl/data/raw/lift/lift.508.finalexample1.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/508/lift.508.finalexample1.mb.r480x360.mp4"
"nzsl_online_lift_934_01","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/934","CC BY-NC-SA 4.0","","934_01","","starter_nzsl/data/raw/lift/lift.934.main_glosses.rp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/934/lift.934.main_glosses.rp.r480x360.mp4"
"nzsl_online_lift_934_02","lift","lift / hiki","Lift","Hiki","nzsl_online","https://www.nzsl.nz/signs/934","CC BY-NC-SA 4.0","","934_02","","starter_nzsl/data/raw/lift/lift.934.finalexample1.rp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'lift'","batch_01_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/934/lift.934.finalexample1.rp.r480x360.mp4"
"nzsl_online_motorbike_3358_01","motorbike","motorbike / motopaika","Motorbike","Motopaika","nzsl_online","https://www.nzsl.nz/signs/3358","CC BY-NC-SA 4.0","","3358_01","","starter_nzsl/data/raw/motorbike/motor_bike.3358.main_glosses.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'motorbike'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3358/motor_bike.3358.main_glosses.mb.r480x360.mp4"
"nzsl_online_motorbike_3358_02","motorbike","motorbike / motopaika","Motorbike","Motopaika","nzsl_online","https://www.nzsl.nz/signs/3358","CC BY-NC-SA 4.0","","3358_02","","starter_nzsl/data/raw/motorbike/motor_bike.3358.finalexample1.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'motorbike'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3358/motor_bike.3358.finalexample1.mb.r480x360.mp4"
"nzsl_online_no_1464_01","no","no / kaore","No","Kaore","nzsl_online","https://www.nzsl.nz/signs/1464","CC BY-NC-SA 4.0","","1464_01","","starter_nzsl/data/raw/no/no.1464.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'no'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1464/no.1464.main_glosses.vs.r480x360.mp4"
"nzsl_online_no_1464_02","no","no / kaore","No","Kaore","nzsl_online","https://www.nzsl.nz/signs/1464","CC BY-NC-SA 4.0","","1464_02","","starter_nzsl/data/raw/no/no.1464.finalexample1.mb.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'no'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1464/no.1464.finalexample1.mb.r480x360.mp4"
"nzsl_online_no_3272_01","no","no / kaore","No","Kaore","nzsl_online","https://www.nzsl.nz/signs/3272","CC BY-NC-SA 4.0","","3272_01","","starter_nzsl/data/raw/no/no.3272.main_glosses.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'no'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3272/no.3272.main_glosses.sp.r480x360.mp4"
"nzsl_online_no_3272_02","no","no / kaore","No","Kaore","nzsl_online","https://www.nzsl.nz/signs/3272","CC BY-NC-SA 4.0","","3272_02","","starter_nzsl/data/raw/no/no.3272.finalexample1.sp.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'no'","batch_02_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3272/no.3272.finalexample1.sp.r480x360.mp4"
"nzsl_online_path_2804_01","path","path / ara","Path","Ara","nzsl_online","https://www.nzsl.nz/signs/2804","CC BY-NC-SA 4.0","","2804_01","","starter_nzsl/data/raw/path/road.2804.main_glosses.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'path, road'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2804/road.2804.main_glosses.vs.r480x360.mp4"
"nzsl_online_path_2804_02","path","path / ara","Path","Ara","nzsl_online","https://www.nzsl.nz/signs/2804","CC BY-NC-SA 4.0","","2804_02","","starter_nzsl/data/raw/path/road.2804.finalexample1.vs.r480x360.mp4","true","codex_seed","Official NZSL Online entry 'path, road'","batch_03_seed","https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2804/road.2804.finalexample1.vs.r480x360.mp4"
