sample_id,label,bilingual_gloss,english,maori,source_id,source_url,license,signer_id,variant_id,recorded_date,local_relpath,verified_nzsl,verified_by,verification_notes,split_notes,remote_video_url
nzsl_online_pay_8154_01,pay,pay / utu,Pay,Utu,nzsl_online,https://www.nzsl.nz/signs/8154,CC BY-NC-SA 4.0,,8154_01,,starter_nzsl/data/raw/pay/pay.8154.main_glosses.cd.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'pay',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/pay.8154.main_glosses.cd.r480x360.mp4
nzsl_online_pay_8154_02,pay,pay / utu,Pay,Utu,nzsl_online,https://www.nzsl.nz/signs/8154,CC BY-NC-SA 4.0,,8154_02,,starter_nzsl/data/raw/pay/pay.8154.finalexample1.cd.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'pay',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/pay.8154.finalexample1.cd.r480x360.mp4
nzsl_online_where_1544_01,where,where / kei hea,Where,Kei hea,nzsl_online,https://www.nzsl.nz/signs/1544,CC BY-NC-SA 4.0,,1544_01,,starter_nzsl/data/raw/where/where.1544.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'where',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1544/where.1544.main_glosses.mb.r480x360.mp4
nzsl_online_where_1544_02,where,where / kei hea,Where,Kei hea,nzsl_online,https://www.nzsl.nz/signs/1544,CC BY-NC-SA 4.0,,1544_02,,starter_nzsl/data/raw/where/where.1544.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'where',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1544/where.1544.finalexample1.mb.r480x360.mp4
nzsl_online_when_1338_01,when,when / awhea,When,Awhea,nzsl_online,https://www.nzsl.nz/signs/1338,CC BY-NC-SA 4.0,,1338_01,,starter_nzsl/data/raw/when/when.1338.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'when',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1338/when.1338.main_glosses.mb.r480x360.mp4
nzsl_online_when_1338_02,when,when / awhea,When,Awhea,nzsl_online,https://www.nzsl.nz/signs/1338,CC BY-NC-SA 4.0,,1338_02,,starter_nzsl/data/raw/when/when.1338.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'when',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1338/when.1338.finalexample1.mb.r480x360.mp4
nzsl_online_when_1338_03,when,when / awhea,When,Awhea,nzsl_online,https://www.nzsl.nz/signs/1338,CC BY-NC-SA 4.0,,1338_03,,starter_nzsl/data/raw/when/when.1338.finalexample2.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'when',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1338/when.1338.finalexample2.mb.r480x360.mp4
nzsl_online_late_2758_01,late,late / tomuri,Late,Tomuri,nzsl_online,https://www.nzsl.nz/signs/2758,CC BY-NC-SA 4.0,,2758_01,,starter_nzsl/data/raw/late/late.2758.main_glosses.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'late',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2758/late.2758.main_glosses.vs.r480x360.mp4
nzsl_online_late_2758_02,late,late / tomuri,Late,Tomuri,nzsl_online,https://www.nzsl.nz/signs/2758,CC BY-NC-SA 4.0,,2758_02,,starter_nzsl/data/raw/late/late.2758.finalexample1.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'late',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2758/late.2758.finalexample1.vs.r480x360.mp4
nzsl_online_late_419_01,late,late / tomuri,Late,Tomuri,nzsl_online,https://www.nzsl.nz/signs/419,CC BY-NC-SA 4.0,,419_01,,starter_nzsl/data/raw/late/late.419.main_glosses.sh.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'late',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/419/late.419.main_glosses.sh.r480x360.mp4
nzsl_online_late_419_02,late,late / tomuri,Late,Tomuri,nzsl_online,https://www.nzsl.nz/signs/419,CC BY-NC-SA 4.0,,419_02,,starter_nzsl/data/raw/late/late.419.finalexample1.sh.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'late',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/419/late.419.finalexample1.sh.r480x360.mp4
nzsl_online_late_2757_01,late,late / tomuri,Late,Tomuri,nzsl_online,https://www.nzsl.nz/signs/2757,CC BY-NC-SA 4.0,,2757_01,,starter_nzsl/data/raw/late/late.2757.main_glosses.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'late',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2757/late.2757.main_glosses.vs.r480x360.mp4
nzsl_online_late_2757_02,late,late / tomuri,Late,Tomuri,nzsl_online,https://www.nzsl.nz/signs/2757,CC BY-NC-SA 4.0,,2757_02,,starter_nzsl/data/raw/late/late.2757.finalexample1.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'late',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2757/late.2757.finalexample1.vs.r480x360.mp4
nzsl_online_wait_3518_01,wait,wait / tatari,Wait,Tatari,nzsl_online,https://www.nzsl.nz/signs/3518,CC BY-NC-SA 4.0,,3518_01,,starter_nzsl/data/raw/wait/wait.3518.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'wait',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3518/wait.3518.main_glosses.mb.r480x360.mp4
nzsl_online_wait_3518_02,wait,wait / tatari,Wait,Tatari,nzsl_online,https://www.nzsl.nz/signs/3518,CC BY-NC-SA 4.0,,3518_02,,starter_nzsl/data/raw/wait/wait.3518.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'wait',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3518/wait.3518.finalexample1.mb.r480x360.mp4
nzsl_online_wait_909_01,wait,wait / tatari,Wait,Tatari,nzsl_online,https://www.nzsl.nz/signs/909,CC BY-NC-SA 4.0,,909_01,,starter_nzsl/data/raw/wait/wait.909.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'wait',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/909/wait.909.main_glosses.mb.r480x360.mp4
nzsl_online_wait_909_02,wait,wait / tatari,Wait,Tatari,nzsl_online,https://www.nzsl.nz/signs/909,CC BY-NC-SA 4.0,,909_02,,starter_nzsl/data/raw/wait/wait.909.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'wait',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/909/wait.909.finalexample1.mb.r480x360.mp4
nzsl_online_wait_404_01,wait,wait / tatari,Wait,Tatari,nzsl_online,https://www.nzsl.nz/signs/404,CC BY-NC-SA 4.0,,404_01,,starter_nzsl/data/raw/wait/wait.404.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'wait',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/404/wait.404.main_glosses.mb.r480x360.mp4
nzsl_online_wait_404_02,wait,wait / tatari,Wait,Tatari,nzsl_online,https://www.nzsl.nz/signs/404,CC BY-NC-SA 4.0,,404_02,,starter_nzsl/data/raw/wait/wait.404.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'wait',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/404/wait.404.finalexample1.mb.r480x360.mp4
nzsl_online_go_2582_01,go,go / haere,Go,Haere,nzsl_online,https://www.nzsl.nz/signs/2582,CC BY-NC-SA 4.0,,2582_01,,starter_nzsl/data/raw/go/go.2582.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'go',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2582/go.2582.main_glosses.mb.r480x360.mp4
nzsl_online_go_2582_02,go,go / haere,Go,Haere,nzsl_online,https://www.nzsl.nz/signs/2582,CC BY-NC-SA 4.0,,2582_02,,starter_nzsl/data/raw/go/go.2582.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'go',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2582/go.2582.finalexample1.mb.r480x360.mp4
nzsl_online_go_924_01,go,go / haere,Go,Haere,nzsl_online,https://www.nzsl.nz/signs/924,CC BY-NC-SA 4.0,,924_01,,starter_nzsl/data/raw/go/go.924.main_glosses.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'go',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/924/go.924.main_glosses.sp.r480x360.mp4
nzsl_online_go_924_02,go,go / haere,Go,Haere,nzsl_online,https://www.nzsl.nz/signs/924,CC BY-NC-SA 4.0,,924_02,,starter_nzsl/data/raw/go/go.924.finalexample1.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'go',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/924/go.924.finalexample1.sp.r480x360.mp4
nzsl_online_arrive_1031_01,arrive,arrive / tae mai,Arrive,Tae mai,nzsl_online,https://www.nzsl.nz/signs/1031,CC BY-NC-SA 4.0,,1031_01,,starter_nzsl/data/raw/arrive/arrive.1031.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'arrive',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1031/arrive.1031.main_glosses.mb.r480x360.mp4
nzsl_online_arrive_1031_02,arrive,arrive / tae mai,Arrive,Tae mai,nzsl_online,https://www.nzsl.nz/signs/1031,CC BY-NC-SA 4.0,,1031_02,,starter_nzsl/data/raw/arrive/arrive.1031.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'arrive',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1031/arrive.1031.finalexample1.mb.r480x360.mp4
nzsl_online_leave_432_01,leave,leave / wehe,Leave,Wehe,nzsl_online,https://www.nzsl.nz/signs/432,CC BY-NC-SA 4.0,,432_01,,starter_nzsl/data/raw/leave/left.432.main_glosses.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'leave',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/432/left.432.main_glosses.vs.r480x360.mp4
nzsl_online_leave_432_02,leave,leave / wehe,Leave,Wehe,nzsl_online,https://www.nzsl.nz/signs/432,CC BY-NC-SA 4.0,,432_02,,starter_nzsl/data/raw/leave/left.432.finalexample1.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'leave',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/432/left.432.finalexample1.vs.r480x360.mp4
nzsl_online_please_8974_01,please,please / tena koa,Please,Tena koa,nzsl_online,https://www.nzsl.nz/signs/8974,CC BY-NC-SA 4.0,,8974_01,,starter_nzsl/data/raw/please/please.8974.main_glosses.cd.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'please',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/please.8974.main_glosses.cd.r480x360.mp4
nzsl_online_please_8974_02,please,please / tena koa,Please,Tena koa,nzsl_online,https://www.nzsl.nz/signs/8974,CC BY-NC-SA 4.0,,8974_02,,starter_nzsl/data/raw/please/please.8974.finalexample1.cd.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'please',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/please.8974.finalexample1.cd.r480x360.mp4
nzsl_online_please_385_01,please,please / tena koa,Please,Tena koa,nzsl_online,https://www.nzsl.nz/signs/385,CC BY-NC-SA 4.0,,385_01,,starter_nzsl/data/raw/please/please.385.main_glosses.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'please',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/385/please.385.main_glosses.sp.r480x360.mp4
nzsl_online_please_385_02,please,please / tena koa,Please,Tena koa,nzsl_online,https://www.nzsl.nz/signs/385,CC BY-NC-SA 4.0,,385_02,,starter_nzsl/data/raw/please/please.385.finalexample1.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'please',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/385/please.385.finalexample1.sp.r480x360.mp4
nzsl_online_yes_3236_01,yes,yes / ae,Yes,Ae,nzsl_online,https://www.nzsl.nz/signs/3236,CC BY-NC-SA 4.0,,3236_01,,starter_nzsl/data/raw/yes/yes.3236.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'yes',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3236/yes.3236.main_glosses.mb.r480x360.mp4
nzsl_online_yes_3236_02,yes,yes / ae,Yes,Ae,nzsl_online,https://www.nzsl.nz/signs/3236,CC BY-NC-SA 4.0,,3236_02,,starter_nzsl/data/raw/yes/yes.3236.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'yes',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3236/yes.3236.finalexample1.mb.r480x360.mp4
nzsl_online_no_1464_01,no,no / kaore,No,Kaore,nzsl_online,https://www.nzsl.nz/signs/1464,CC BY-NC-SA 4.0,,1464_01,,starter_nzsl/data/raw/no/no.1464.main_glosses.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'no',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1464/no.1464.main_glosses.vs.r480x360.mp4
nzsl_online_no_1464_02,no,no / kaore,No,Kaore,nzsl_online,https://www.nzsl.nz/signs/1464,CC BY-NC-SA 4.0,,1464_02,,starter_nzsl/data/raw/no/no.1464.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'no',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1464/no.1464.finalexample1.mb.r480x360.mp4
nzsl_online_no_3272_01,no,no / kaore,No,Kaore,nzsl_online,https://www.nzsl.nz/signs/3272,CC BY-NC-SA 4.0,,3272_01,,starter_nzsl/data/raw/no/no.3272.main_glosses.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'no',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3272/no.3272.main_glosses.sp.r480x360.mp4
nzsl_online_no_3272_02,no,no / kaore,No,Kaore,nzsl_online,https://www.nzsl.nz/signs/3272,CC BY-NC-SA 4.0,,3272_02,,starter_nzsl/data/raw/no/no.3272.finalexample1.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'no',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3272/no.3272.finalexample1.sp.r480x360.mp4
nzsl_online_sorry_1708_01,sorry,sorry / aroha mai,Sorry,Aroha mai,nzsl_online,https://www.nzsl.nz/signs/1708,CC BY-NC-SA 4.0,,1708_01,,starter_nzsl/data/raw/sorry/sorry.1708.main_glosses.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'sorry',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1708/sorry.1708.main_glosses.sp.r480x360.mp4
nzsl_online_sorry_1708_02,sorry,sorry / aroha mai,Sorry,Aroha mai,nzsl_online,https://www.nzsl.nz/signs/1708,CC BY-NC-SA 4.0,,1708_02,,starter_nzsl/data/raw/sorry/sorry.1708.finalexample1.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'sorry',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1708/sorry.1708.finalexample1.sp.r480x360.mp4
nzsl_online_sorry_3724_01,sorry,sorry / aroha mai,Sorry,Aroha mai,nzsl_online,https://www.nzsl.nz/signs/3724,CC BY-NC-SA 4.0,,3724_01,,starter_nzsl/data/raw/sorry/sorry.3724.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'sorry',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3724/sorry.3724.main_glosses.mb.r480x360.mp4
nzsl_online_sorry_3724_02,sorry,sorry / aroha mai,Sorry,Aroha mai,nzsl_online,https://www.nzsl.nz/signs/3724,CC BY-NC-SA 4.0,,3724_02,,starter_nzsl/data/raw/sorry/sorry.3724.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'sorry',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3724/sorry.3724.finalexample1.mb.r480x360.mp4
nzsl_online_sorry_1471_01,sorry,sorry / aroha mai,Sorry,Aroha mai,nzsl_online,https://www.nzsl.nz/signs/1471,CC BY-NC-SA 4.0,,1471_01,,starter_nzsl/data/raw/sorry/sorry.1471.main_glosses.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'sorry',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1471/sorry.1471.main_glosses.sp.r480x360.mp4
nzsl_online_sorry_1471_02,sorry,sorry / aroha mai,Sorry,Aroha mai,nzsl_online,https://www.nzsl.nz/signs/1471,CC BY-NC-SA 4.0,,1471_02,,starter_nzsl/data/raw/sorry/sorry.1471.finalexample1.sp.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'sorry',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1471/sorry.1471.finalexample1.sp.r480x360.mp4
nzsl_online_bathroom_1439_01,bathroom,bathroom / wharepaku,Bathroom,Wharepaku,nzsl_online,https://www.nzsl.nz/signs/1439,CC BY-NC-SA 4.0,,1439_01,,starter_nzsl/data/raw/bathroom/bathroom.1439.main_glosses.jo.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'bathroom',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1439/bathroom.1439.main_glosses.jo.r480x360.mp4
nzsl_online_bathroom_1439_02,bathroom,bathroom / wharepaku,Bathroom,Wharepaku,nzsl_online,https://www.nzsl.nz/signs/1439,CC BY-NC-SA 4.0,,1439_02,,starter_nzsl/data/raw/bathroom/bathroom.1439.finalexample1.jo.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'bathroom',batch_02_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/1439/bathroom.1439.finalexample1.jo.r480x360.mp4
